ID;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;L19;L20
2345;3;4;6;8;10;15;16;22;25;26;34;38;41;45;46;54;55;62;74;79
2346;2;14;17;21;22;23;29;31;37;44;45;47;50;58;59;67;70;73;77;78
2347;3;4;12;13;17;26;27;29;30;31;32;45;46;47;49;55;61;63;73;79
2348;2;5;12;15;17;19;20;23;27;29;34;36;38;41;47;57;58;74;76;79
2349;2;9;10;13;18;20;24;28;31;32;33;44;49;50;58;60;62;72;75;77
2350;2;14;16;18;23;26;27;28;37;41;51;57;58;60;63;65;73;76;77;79
2351;12;13;19;24;25;28;36;40;43;47;51;54;57;58;64;65;67;69;72;79
2352;1;2;11;12;15;18;23;34;37;38;48;59;63;65;66;69;70;71;73;78
2353;3;4;7;15;19;20;21;23;36;38;42;45;47;55;57;60;62;63;64;65
2354;3;7;8;10;11;14;19;27;29;30;36;41;54;55;57;59;63;64;70;77
2355;10;13;18;21;23;27;28;37;39;42;47;48;50;59;61;68;76;77;78;79
2356;1;3;9;12;17;31;32;38;40;42;43;49;57;58;59;60;62;65;66;75
2357;2;6;10;16;17;19;20;22;27;35;40;50;56;57;58;60;63;66;72;74
2358;2;15;20;22;23;29;30;37;38;39;40;44;45;46;47;64;67;68;76;78
2359;9;10;15;18;22;23;26;29;32;35;37;40;43;46;53;54;58;63;69;73
2360;1;3;4;7;10;14;20;23;30;33;36;40;44;47;57;64;73;75;77;80
2361;5;6;9;13;17;20;21;23;25;28;33;34;36;37;38;42;50;55;64;77
2362;1;2;12;18;20;22;23;24;27;31;39;43;48;50;54;63;68;73;74;75
2363;1;5;6;8;11;13;14;24;26;28;30;37;38;48;52;53;61;67;77;79
2364;5;12;15;16;21;25;26;28;34;42;51;52;56;61;64;66;69;74;77;80
2365;5;6;7;9;10;16;22;25;27;29;39;44;47;50;51;61;65;70;73;78
2366;3;4;12;14;15;22;25;30;34;37;38;42;47;49;53;68;73;74;77;78
2367;9;10;11;12;14;15;16;18;22;23;25;28;32;33;38;51;54;61;64;71
2368;1;5;10;11;16;17;21;22;28;32;36;44;49;52;56;59;62;66;67;68
2369;1;4;17;18;27;32;34;38;50;52;56;59;60;64;66;70;71;77;78;80
2370;2;3;5;6;9;15;20;35;36;41;42;49;57;61;62;64;67;70;73;76
2371;2;6;17;20;22;27;28;32;35;40;44;46;47;56;61;64;66;70;74;77
2372;3;8;10;13;14;19;20;23;24;25;29;36;37;42;60;66;67;76;79;80
2373;1;11;13;14;15;17;20;25;26;33;37;42;48;51;54;57;64;69;75;77
2374;4;5;8;9;12;20;25;26;28;40;51;52;53;57;59;66;68;70;74;80
2375;8;10;13;18;21;22;24;27;28;29;44;46;50;56;58;60;62;63;64;76
2376;5;24;28;30;31;33;34;35;42;43;48;49;50;60;63;68;71;74;76;80
2377;1;4;8;9;14;16;18;27;28;30;36;40;42;47;52;53;57;72;73;74
2378;3;12;17;18;20;22;23;28;37;39;41;60;63;64;65;66;68;70;76;78
2379;10;17;18;21;23;24;33;34;36;41;49;51;52;54;55;58;59;68;69;80
2380;3;6;9;10;15;22;23;27;29;30;34;35;40;45;54;56;61;67;70;75
2381;9;12;21;22;25;30;31;33;34;35;37;43;47;51;55;56;60;61;65;79
2382;4;7;8;10;13;15;22;30;32;34;40;47;53;55;59;69;72;75;76;79
2383;3;4;11;14;16;19;23;27;37;38;43;48;53;56;57;63;66;71;72;73
2384;2;6;8;13;34;38;41;47;56;58;59;65;66;67;70;73;75;76;78;79
2385;1;7;9;11;12;17;18;25;28;37;51;52;55;56;58;61;62;71;75;78
2386;3;10;15;21;23;24;27;30;33;35;45;46;57;60;65;66;75;76;77;79
2387;4;17;22;23;29;33;34;38;40;45;47;51;52;53;57;63;68;75;77;80
2388;2;15;16;18;27;30;37;40;44;45;50;53;54;57;60;64;66;70;74;80
2389;5;11;12;13;15;22;23;26;30;31;37;39;48;52;53;56;57;58;68;80
2390;5;12;16;19;21;22;23;32;34;36;39;40;41;48;51;53;60;64;69;79
2391;1;2;6;14;18;19;26;35;40;47;52;53;56;57;60;68;73;74;75;78
2392;1;6;7;8;11;24;28;29;31;33;35;42;45;50;63;68;71;73;74;77
2393;2;10;12;17;18;25;26;27;36;39;41;42;45;49;56;60;71;75;78;80
2394;13;17;19;21;23;24;25;29;37;48;51;52;56;60;61;65;66;73;75;76
2395;1;7;9;15;16;23;37;39;40;42;44;45;47;52;54;60;66;74;76;78
2396;2;7;9;12;14;15;18;31;32;34;35;36;37;39;40;52;55;56;58;75
2397;7;17;19;21;27;29;30;32;35;37;39;41;51;55;56;59;60;63;71;79
2398;2;4;5;7;8;9;18;19;26;27;33;36;44;45;51;55;56;60;75;80
2399;10;14;15;17;19;23;30;37;43;44;50;54;59;65;67;69;70;72;75;76
2400;10;12;19;22;24;26;32;35;41;45;47;48;63;64;67;69;71;74;76;79
2401;6;7;8;11;13;18;19;24;30;32;36;39;44;50;51;59;62;71;74;80
2402;2;3;16;19;29;31;32;38;42;46;47;50;51;52;60;65;71;76;77;78
2403;1;3;7;10;16;17;19;27;29;30;32;39;43;44;48;51;53;63;72;77
2404;4;8;10;21;25;26;28;29;32;33;39;43;46;49;54;57;62;63;65;71
2405;3;5;14;15;20;21;25;28;29;31;46;48;51;57;58;59;71;73;74;76
2406;1;4;19;24;26;27;29;34;35;36;49;50;57;58;61;62;65;68;70;79
2407;2;5;11;20;22;29;31;34;40;41;48;49;51;54;56;58;61;64;71;75
2408;3;6;8;9;10;11;13;19;24;29;31;32;33;48;53;61;64;66;73;79
2409;8;9;10;12;14;15;19;25;38;40;44;50;59;66;67;68;69;70;72;80
2410;7;14;15;17;20;25;28;30;31;32;33;42;47;50;52;56;58;59;62;74
2411;1;2;5;6;7;11;13;23;25;27;30;39;48;54;57;59;62;72;74;80
2412;2;6;9;14;16;18;25;30;31;36;45;46;57;61;62;68;69;70;76;77
2413;4;6;7;9;13;18;19;27;47;48;56;61;63;64;68;69;71;72;76;80
2414;2;4;7;8;10;13;14;16;23;24;27;31;36;43;48;53;59;61;64;65
2415;8;10;15;17;19;20;21;27;32;34;36;38;46;53;57;63;64;65;70;78
2416;1;4;8;14;17;31;34;41;50;51;56;59;60;63;67;71;72;73;74;76
2417;3;4;6;8;10;20;23;24;26;37;40;41;47;57;58;63;68;72;75;78
2418;8;9;13;15;16;17;19;20;34;38;39;41;45;49;51;59;60;61;71;78
2419;3;8;24;33;37;39;40;41;49;50;53;54;55;58;59;63;70;72;76;79
2420;2;5;8;14;17;18;22;24;28;29;31;36;41;52;57;58;60;64;65;78
2421;7;9;11;16;19;20;30;32;34;36;37;40;45;53;55;59;67;70;74;77
2422;4;9;12;15;18;27;33;37;44;45;46;50;67;68;69;71;75;77;78;79
2423;1;13;14;16;17;21;22;23;30;31;32;35;38;39;45;46;54;63;65;67
2424;1;6;7;8;9;12;19;24;25;26;28;29;35;44;45;49;56;64;72;78
2425;2;6;11;14;18;23;24;28;34;45;49;53;54;57;58;59;64;66;74;77
2426;4;9;14;18;19;28;32;36;37;39;51;54;59;62;63;64;68;73;74;75
2427;7;11;15;22;27;28;29;31;33;36;39;44;49;56;58;60;61;63;66;80
2428;2;4;21;22;23;30;38;40;50;51;52;55;56;57;59;67;68;76;77;79
2429;9;13;17;19;27;45;48;50;53;57;58;59;61;63;64;65;70;74;75;79
2430;4;7;9;17;21;30;37;39;42;44;45;46;47;58;62;63;64;73;74;80
2431;1;2;4;10;20;23;39;50;54;56;61;62;64;66;67;68;70;71;73;78
2432;2;10;11;14;15;20;21;23;24;27;28;29;32;38;41;46;65;68;71;79
2433;2;5;9;10;11;12;17;18;19;22;25;32;36;42;56;73;76;77;78;80
2434;2;9;10;11;12;15;16;17;18;24;25;32;43;44;47;63;66;71;72;75
2435;2;9;10;20;21;25;28;30;32;35;38;43;46;50;53;56;64;67;79;80
2436;8;12;17;20;29;32;33;34;38;42;43;51;53;59;63;65;67;69;76;79
2437;3;7;21;22;30;43;45;48;49;50;53;55;56;60;67;68;69;71;72;78
2438;3;4;7;16;18;24;27;30;33;34;38;40;41;45;47;53;56;63;75;77
2439;5;10;15;16;17;19;27;28;30;34;42;45;50;53;54;57;60;63;64;71
2440;4;6;14;17;18;22;28;29;30;31;36;48;49;52;53;59;64;66;68;78
2441;5;9;12;17;18;20;23;29;34;38;43;44;45;50;65;69;76;78;79;80
2442;4;8;11;18;28;30;33;35;36;39;41;44;49;57;59;64;67;70;73;78
2443;1;14;18;20;23;29;31;37;39;44;45;48;53;54;57;59;71;75;76;80
2444;8;9;10;11;12;19;23;28;40;46;47;50;51;53;55;61;64;73;75;76
2445;7;11;13;18;21;22;24;26;43;44;48;49;56;57;68;72;74;75;77;78
2446;1;3;6;9;14;15;17;19;23;25;34;39;42;44;46;66;67;68;69;75
2447;2;7;10;21;24;30;31;33;44;51;53;55;59;60;61;67;69;72;73;80
2448;3;6;10;15;16;18;20;26;28;29;30;31;34;48;49;53;55;56;60;68
2449;5;8;10;24;26;30;31;41;42;44;46;51;53;54;59;61;66;68;76;77
2450;2;3;13;27;34;38;41;44;49;50;56;57;60;65;67;68;70;76;77;78
2451;5;11;13;14;18;21;22;23;25;28;29;31;32;34;49;57;62;64;71;80
2452;1;2;11;12;18;20;23;24;29;30;31;41;44;50;53;60;63;66;69;72
2453;2;3;12;21;22;31;32;34;35;38;40;42;46;53;54;60;69;73;77;78
2454;1;3;8;24;27;29;30;36;38;43;45;50;51;52;59;60;66;71;72;79
2455;4;8;14;21;22;25;28;29;30;31;43;45;47;53;61;68;71;72;77;79
2456;9;21;22;24;25;26;30;32;35;38;43;46;50;51;57;60;66;70;76;80
2457;3;4;10;11;13;14;15;16;19;26;27;29;31;37;39;56;62;76;77;79
2458;3;4;7;8;13;19;29;30;32;34;37;39;52;53;60;63;65;70;73;75
2459;4;5;7;11;13;16;17;18;21;25;26;31;39;49;52;56;57;59;62;71
2460;6;11;12;15;18;23;30;32;35;42;43;46;47;49;52;55;61;67;68;72
2461;3;4;5;9;17;20;25;26;28;35;45;47;51;54;57;58;61;66;69;78
2462;7;9;12;14;19;23;28;31;33;45;46;49;50;53;59;62;71;73;77;78
2463;3;7;9;13;17;24;27;29;31;38;41;46;49;55;59;60;67;71;75;77
2464;4;8;10;15;16;24;29;32;36;39;57;59;60;62;64;65;74;76;77;79
2465;5;9;18;21;22;26;27;30;31;34;35;44;46;47;51;60;65;70;75;78
2466;4;10;13;16;18;19;25;27;29;30;33;38;49;55;56;65;68;71;73;80
2467;1;5;6;7;17;18;19;26;27;39;50;54;56;58;59;64;65;71;74;80
2468;2;6;13;21;23;28;31;37;39;46;49;53;56;57;58;59;62;64;65;77
2469;2;7;8;10;11;13;21;23;27;32;33;34;39;53;54;56;57;62;70;80
2470;3;4;10;23;25;26;29;38;40;41;42;44;47;49;56;58;63;68;70;74
2471;1;2;12;17;18;24;26;27;28;32;33;34;36;44;45;49;51;64;65;73
2472;5;11;13;16;22;27;29;33;46;54;55;56;58;59;61;64;65;71;73;74
2473;2;4;5;10;14;19;20;21;26;27;30;33;46;54;58;59;65;67;72;80
2474;7;13;15;19;20;25;29;31;35;36;39;40;41;44;51;56;61;67;70;72
2475;2;4;12;13;14;16;21;24;32;33;40;45;48;53;54;55;69;70;72;75
2476;3;7;10;12;18;19;25;32;37;41;43;46;48;60;61;62;66;71;77;80
2477;14;15;17;23;29;30;31;32;38;42;49;52;55;56;59;62;64;69;75;78
2478;5;7;11;15;17;18;19;20;24;26;33;39;49;50;52;56;70;71;76;80
2479;4;5;9;10;21;22;28;29;31;34;41;47;52;58;68;71;72;76;79;80
2480;5;10;11;20;23;26;27;30;33;35;40;46;56;63;64;67;71;75;77;79
2481;1;5;8;12;13;16;17;22;31;39;41;44;55;63;64;65;68;70;71;78
2482;5;8;9;14;19;25;26;30;33;36;40;51;52;54;55;58;61;64;66;71
2483;3;5;11;16;18;22;23;27;33;34;36;39;41;43;48;52;60;61;68;72
2484;3;14;18;23;31;35;37;40;44;45;54;58;59;61;64;67;68;74;79;80
2485;4;11;15;18;21;27;29;32;33;36;37;39;44;49;50;52;60;65;68;79
2486;1;6;7;8;15;26;28;32;34;43;46;49;52;56;57;60;66;70;74;76
2487;1;5;7;13;16;28;33;35;43;45;46;47;48;56;61;66;67;68;75;80
2488;4;5;11;12;13;15;19;24;25;29;31;34;43;47;48;59;68;75;76;80
2489;1;7;8;9;10;11;17;19;21;22;29;34;39;40;43;48;61;69;78;80
2490;2;4;11;20;23;24;29;33;36;39;40;51;52;54;61;72;73;74;79;80
2491;2;7;10;12;13;28;30;32;34;35;36;37;51;57;60;66;67;71;73;75
2492;1;3;4;15;19;20;21;25;26;32;34;36;37;46;51;52;55;74;78;80
2493;1;3;14;23;24;28;33;34;35;45;49;50;54;56;60;61;64;65;69;78
2494;1;4;5;7;15;22;35;36;38;39;46;47;49;52;53;58;59;62;67;74
2495;1;6;13;24;27;28;35;38;42;44;47;53;55;56;61;67;69;70;72;73
2496;6;10;13;18;20;26;31;35;36;40;43;52;53;55;60;61;63;65;77;80
2497;10;27;28;29;32;34;35;40;44;55;57;59;66;70;72;74;75;76;78;79
2498;1;3;6;7;8;9;21;34;37;39;40;42;47;53;56;57;60;62;67;78
2499;9;11;13;17;20;21;27;34;36;44;51;55;56;59;62;63;67;68;72;73
2500;2;4;8;12;14;17;21;23;25;27;34;40;44;48;51;52;53;59;65;71
2501;1;8;13;14;16;19;21;27;29;33;36;37;51;57;60;71;72;73;75;77
2502;8;12;13;20;28;29;32;44;45;50;51;54;58;61;70;71;72;75;76;77
2503;6;10;11;18;26;30;42;44;46;47;49;56;59;60;64;66;67;68;70;79
2504;5;6;9;10;16;17;20;26;33;50;51;54;57;60;64;65;67;73;74;76
2505;3;5;9;11;20;22;30;38;40;48;49;54;55;59;61;71;74;77;79;80
2506;5;10;18;20;22;24;25;31;45;46;47;48;49;50;55;59;65;71;72;77
2507;3;6;8;15;18;19;28;31;34;38;56;68;69;71;72;73;75;76;78;79
2508;7;12;15;17;27;29;31;35;36;38;42;44;45;52;56;60;66;69;71;80
2509;1;7;11;12;14;19;20;25;27;30;35;37;39;43;46;54;60;66;69;76
2510;3;7;8;9;17;19;27;34;39;44;48;49;52;54;58;64;65;73;77;78
2511;3;6;8;10;12;13;16;18;20;24;30;34;43;47;52;56;65;72;73;78
2512;6;7;8;10;12;17;18;29;30;37;41;44;49;50;59;64;75;76;79;80
2513;2;3;4;5;14;17;21;22;23;26;27;30;31;32;49;56;60;74;77;79
2514;7;20;24;29;31;32;36;37;39;40;44;48;54;56;59;66;67;68;69;75
2515;10;12;19;23;25;32;40;41;46;50;51;62;63;64;65;68;69;70;72;73
2516;5;6;11;12;13;18;24;27;32;34;43;50;54;57;59;63;64;75;76;79
2517;6;7;9;10;16;19;20;25;26;27;45;47;50;54;55;57;61;64;69;74
2518;4;9;11;18;32;37;40;41;44;52;57;58;60;61;66;69;71;75;76;79
2519;3;5;9;10;11;18;19;24;26;29;34;35;46;47;48;49;51;64;67;73
2520;2;7;9;14;24;29;31;33;34;43;48;50;52;56;61;64;67;70;76;78
2521;5;9;11;22;23;25;26;30;37;38;39;45;47;48;58;63;66;67;71;78
2522;3;4;8;13;17;19;23;25;34;38;40;41;43;45;46;51;56;59;60;79
2523;1;4;5;12;16;20;23;26;34;39;40;43;47;48;54;57;66;67;75;80
2524;10;13;23;24;33;34;40;49;50;54;55;57;60;64;65;67;70;73;75;78
2525;11;12;21;25;26;28;37;38;39;41;46;47;48;51;53;64;66;67;68;71
2526;9;21;22;23;28;30;32;36;37;44;45;52;54;58;59;60;62;65;77;78
2527;4;8;15;18;20;23;24;30;31;32;35;43;50;53;54;62;69;72;76;77
2528;1;5;13;16;20;21;23;26;31;33;40;43;44;45;52;53;63;66;68;70
2529;4;11;13;16;17;19;25;29;38;40;44;57;58;65;66;67;68;73;74;76
2530;9;10;14;19;20;23;32;37;48;56;61;62;63;65;71;72;75;76;77;80
2531;6;7;9;21;27;29;30;33;46;47;48;52;56;62;63;67;70;71;75;79
2532;2;3;5;7;9;15;16;25;28;34;45;52;54;64;68;69;73;74;75;79
2533;3;6;7;9;16;20;23;24;27;28;39;45;50;57;69;71;72;75;76;78
2534;3;10;16;17;18;24;28;34;35;36;37;41;47;52;57;59;61;67;71;79
2535;2;6;8;9;12;24;27;29;32;36;37;45;47;51;53;58;64;65;66;74
2536;7;12;17;25;26;30;33;35;37;52;55;57;59;60;68;72;74;75;76;79
2537;2;4;7;11;17;23;25;26;27;37;39;47;50;52;58;59;60;72;76;79
2538;11;19;20;26;28;35;38;41;43;45;46;49;51;60;64;69;74;76;78;79
2539;2;7;9;11;12;15;16;20;23;24;30;32;35;43;44;52;53;62;63;77
2540;2;3;6;11;15;18;19;25;26;27;34;35;36;40;44;49;56;61;64;79
2541;3;7;8;10;15;16;24;30;31;37;40;45;46;50;61;63;70;73;76;77
2542;3;7;23;24;32;35;43;48;49;50;58;59;60;64;66;67;74;75;78;79
2543;6;15;19;20;26;27;28;31;33;34;39;40;42;50;51;53;65;72;75;78
2544;5;11;14;15;16;19;22;24;26;35;37;40;45;50;52;66;67;71;78;80
2545;8;10;15;21;22;23;27;36;38;41;50;55;58;59;65;69;72;73;75;77
2546;4;8;16;18;19;26;31;33;34;41;44;46;49;55;56;58;59;60;65;76
2547;2;4;11;13;17;26;27;32;40;45;46;49;52;53;55;62;68;75;77;78
2548;2;6;12;17;18;27;29;34;38;40;42;43;47;52;60;61;70;71;72;77
2549;1;8;12;15;31;32;35;37;38;40;42;43;44;49;51;54;55;63;64;67
2550;11;16;22;24;28;33;38;40;41;44;48;53;55;60;62;70;71;75;76;78
2551;5;13;16;18;27;28;29;32;40;44;47;51;52;54;58;66;69;71;73;76
2552;2;11;19;33;35;38;39;42;45;50;51;53;63;68;69;72;75;76;78;79
2553;9;12;17;18;24;27;35;43;47;50;51;52;62;63;64;72;77;78;79;80
2554;1;3;7;10;11;18;19;20;22;23;26;28;31;35;43;51;55;59;66;70
2555;3;5;6;8;9;11;15;17;18;21;23;25;28;35;37;38;43;58;72;73
2556;3;5;6;9;14;17;21;22;25;31;34;41;51;56;57;59;67;70;71;79
2557;3;7;12;18;21;25;28;29;33;34;37;38;39;47;56;67;73;75;77;80
2558;2;10;11;13;18;20;22;27;32;44;46;47;48;51;59;60;65;73;74;79
2559;2;11;14;20;25;26;36;37;44;47;51;52;56;65;69;71;73;74;75;79
2560;7;16;18;24;27;28;33;34;35;40;44;47;48;50;65;68;70;73;75;80
2561;8;13;16;17;20;25;30;35;39;42;45;47;50;54;55;56;64;68;75;78
2562;8;12;15;16;17;19;25;32;34;41;42;44;47;53;60;63;67;69;77;79
2563;1;4;5;10;13;14;18;22;23;33;34;41;42;49;51;60;61;73;74;75
2564;7;25;26;28;29;36;40;41;43;58;61;62;64;68;69;70;72;75;76;78
2565;4;5;13;14;16;19;27;40;43;46;47;48;52;57;64;68;74;75;77;79
2566;1;4;5;14;15;17;19;20;25;35;36;38;42;55;58;69;71;74;78;80
2567;2;7;10;16;22;28;33;34;37;43;44;47;48;51;54;55;57;71;73;77
2568;3;5;8;11;12;14;16;19;28;42;44;46;51;54;55;56;59;71;73;74
2569;12;14;19;24;25;28;37;43;47;48;54;56;59;65;66;67;74;75;77;78
2570;4;7;15;17;24;26;27;29;35;39;41;43;51;54;63;64;68;69;70;76
2571;2;13;22;27;30;40;41;43;46;49;54;55;56;60;64;66;72;75;76;79
2572;5;6;12;13;14;21;25;27;32;37;40;50;53;62;64;75;77;78;79;80
2573;1;3;19;34;35;50;56;57;58;60;63;64;65;68;69;71;72;73;74;75
2574;3;17;24;26;35;37;38;39;40;41;43;46;50;60;61;62;65;66;71;77
2575;3;7;14;15;20;27;28;29;37;44;46;58;59;61;62;63;64;71;74;76
2576;1;3;12;18;19;20;21;26;32;34;35;36;37;44;47;58;61;62;66;75
2577;1;2;5;12;16;18;20;23;27;32;35;36;47;50;51;57;63;64;65;74
2578;1;6;8;10;13;15;24;26;28;29;41;43;44;48;56;62;65;67;75;76
2579;7;11;14;20;21;25;27;29;31;33;41;44;45;48;50;55;60;62;71;72
2580;12;14;16;17;18;24;32;34;36;41;43;44;45;53;55;66;67;70;71;74
2581;3;15;17;21;22;24;27;29;30;31;33;45;52;55;62;66;70;71;74;76
2582;6;8;9;16;17;19;28;29;30;35;42;44;49;50;67;69;70;72;73;74
2583;1;5;12;23;25;26;27;29;42;44;45;52;53;56;57;61;65;69;77;79
2584;9;10;15;17;19;22;23;25;29;35;38;51;54;59;61;66;68;73;74;76
2585;2;6;10;12;20;23;25;30;37;40;41;42;43;45;53;55;57;61;68;69
2586;2;14;17;22;23;25;28;29;36;37;38;39;40;41;42;48;59;62;63;70
2587;2;6;15;17;22;23;25;28;30;32;33;34;44;53;59;60;61;66;69;70
2588;9;10;13;17;27;28;29;33;36;38;44;50;51;52;55;56;58;59;68;79
2589;8;9;15;19;21;23;32;33;36;37;40;41;52;56;59;68;75;77;78;79
2590;1;8;16;24;33;36;48;50;51;53;58;59;61;63;64;67;68;69;74;78
2591;3;5;9;14;19;25;28;33;36;40;41;42;44;45;48;50;56;66;68;79
2592;2;7;10;11;17;24;27;30;32;39;48;49;52;58;65;67;68;69;73;79
2593;2;5;8;11;12;14;20;25;27;40;43;47;51;57;61;64;68;70;73;74
2594;3;5;11;17;19;23;35;38;48;58;61;67;68;69;71;72;75;77;78;79
2595;1;4;10;11;13;15;16;24;25;28;29;30;32;33;37;42;46;54;64;74
2596;3;7;11;13;15;16;17;24;28;29;34;35;39;48;51;52;54;66;75;79
2597;3;9;11;12;14;21;24;25;26;27;31;33;41;44;47;48;60;62;70;79
2598;1;6;7;10;13;14;15;18;23;25;31;34;41;43;57;59;71;72;74;76
2599;4;8;13;14;16;24;30;31;39;40;41;46;48;49;52;57;60;69;72;79
2600;3;6;15;19;22;23;26;29;30;33;38;39;40;49;51;56;67;72;75;77
2601;2;8;11;21;25;28;29;40;42;52;53;57;61;63;66;69;71;77;79;80
2602;7;16;19;20;21;22;27;29;31;37;38;41;51;56;58;68;69;70;74;79
2603;1;4;8;13;22;23;25;26;27;36;38;46;47;58;60;62;63;65;66;78
2604;1;3;17;18;21;22;29;33;37;42;44;48;54;57;61;63;65;66;74;80
2605;3;6;14;15;18;23;30;36;37;40;47;49;51;60;61;65;68;73;77;78
2606;3;8;11;14;18;19;20;26;39;43;45;52;55;58;62;65;66;67;73;75
2607;8;13;15;20;24;26;33;38;43;47;55;56;57;58;62;65;69;76;79;80
2608;13;16;18;21;22;24;26;27;30;32;39;40;42;43;45;57;60;66;68;79
2609;1;3;5;6;10;11;16;27;35;36;45;46;47;51;57;59;67;68;78;79
2610;1;7;9;11;13;14;19;21;26;27;29;30;32;35;43;44;59;65;66;78
2611;2;3;6;9;10;12;14;16;17;24;25;27;38;57;58;62;66;67;70;76
2612;10;12;15;17;18;22;23;24;25;31;40;48;49;56;58;60;64;67;73;74
2613;5;8;10;11;13;18;20;26;42;44;46;52;53;60;64;66;67;68;69;74
2614;1;6;15;19;22;30;31;32;41;49;54;56;57;65;69;71;74;75;77;80
2615;2;3;4;7;8;19;38;41;42;47;48;51;56;59;65;69;71;74;78;80
2616;3;4;5;6;7;20;26;27;29;33;34;36;43;52;56;57;58;59;72;77
2617;8;14;21;22;23;29;31;32;37;45;51;54;58;60;62;67;68;69;70;77
2618;3;9;14;18;20;21;22;27;29;30;40;47;52;54;60;61;64;67;75;78
2619;1;3;4;10;15;20;25;32;35;42;46;50;56;58;63;67;68;69;73;78
2620;2;5;6;7;20;24;25;28;30;31;33;37;49;50;51;62;65;73;76;80
2621;4;17;27;29;30;31;32;34;45;46;47;51;52;55;57;62;63;75;78;79
2622;2;6;11;21;23;28;32;38;42;44;47;52;54;59;63;66;69;72;78;80
2623;5;14;15;22;24;25;29;31;32;33;34;43;44;46;57;60;61;64;72;76
2624;10;12;15;16;17;21;30;32;35;38;49;51;53;55;63;69;70;73;74;76
2625;1;3;6;7;8;19;20;22;28;37;39;49;50;51;56;62;65;71;74;78
2626;1;8;10;11;12;20;23;26;31;34;35;41;59;60;69;70;72;74;76;77
2627;1;3;6;9;17;20;22;23;37;43;53;57;58;59;61;64;71;73;76;79
2628;7;9;11;14;15;17;18;20;21;24;37;42;48;50;53;54;64;66;70;73
2629;1;2;3;12;16;17;18;21;26;30;34;36;55;58;63;68;70;74;75;80
2630;7;11;27;28;29;35;39;43;45;47;50;51;57;60;62;63;64;70;75;80
2631;1;5;6;17;18;20;22;25;26;30;34;37;40;45;51;52;53;71;73;79
2632;2;4;8;9;10;15;16;22;28;39;42;52;56;60;69;74;75;76;77;79
2633;1;4;11;16;20;26;27;33;41;43;46;49;51;52;56;59;60;66;67;80
2634;1;4;5;14;19;20;24;26;33;34;45;46;49;53;54;57;58;73;76;77
2635;1;2;16;17;18;20;22;29;39;45;46;55;58;61;64;66;70;71;73;77
2636;2;4;6;7;8;13;17;24;31;37;39;41;45;46;59;63;68;70;71;73
2637;1;2;4;16;17;20;23;24;27;36;38;40;47;48;49;61;77;78;79;80
2638;3;9;12;14;15;21;23;24;34;43;46;48;53;58;60;68;72;73;76;78
2639;3;18;21;28;30;32;42;44;48;55;56;58;60;64;66;69;70;72;75;76
2640;1;5;7;15;22;26;35;37;41;44;51;52;58;59;63;68;71;72;73;80
2641;1;9;14;15;18;19;20;22;26;28;39;40;42;52;56;64;74;76;77;79
2642;9;10;24;32;36;37;38;44;47;51;52;53;54;56;58;62;63;64;66;73
2643;2;4;8;11;16;18;20;24;30;39;42;54;56;57;59;64;65;66;69;80
2644;1;5;10;11;19;33;35;43;44;45;47;49;51;58;60;69;71;74;75;80
2645;13;14;19;25;31;33;38;39;42;44;47;54;59;60;61;63;68;74;76;80
2646;4;5;8;9;15;16;25;26;32;36;40;46;47;50;52;57;58;70;78;80
2647;1;9;14;21;26;27;28;33;34;35;37;40;47;49;53;55;56;57;66;76
2648;2;14;16;22;24;26;38;50;58;59;60;61;62;64;68;71;73;75;77;78
2649;5;12;17;24;33;36;38;42;48;52;53;64;65;69;70;72;75;77;78;79
2650;2;3;5;7;13;18;20;22;25;31;33;36;41;42;64;67;70;71;72;79
2651;1;2;4;11;14;18;22;25;28;31;36;41;47;49;52;53;65;68;72;78
2652;11;16;17;20;24;27;28;29;30;36;41;45;51;52;54;60;61;65;73;77
2653;5;8;12;20;24;26;30;32;36;45;48;51;56;60;63;65;68;69;75;78
2654;2;6;10;18;21;22;23;28;29;37;45;52;55;57;58;62;66;73;76;79
2655;7;10;12;14;18;21;26;27;30;34;35;37;40;42;45;66;67;71;72;78
2656;5;19;22;28;29;31;37;47;49;50;52;56;58;62;64;66;67;69;72;78
2657;1;9;11;15;17;23;33;35;39;41;44;46;47;52;57;59;61;66;67;75
2658;7;11;17;23;27;32;33;36;37;48;51;54;58;59;60;61;64;73;77;79
2659;4;11;18;24;28;29;30;32;33;36;38;43;55;60;61;63;66;74;75;77
2660;2;4;9;18;19;21;33;37;40;44;46;51;53;55;59;60;64;68;78;80
2661;5;7;10;11;18;19;23;32;33;40;44;46;48;50;52;57;59;70;73;80
2662;1;4;5;9;10;14;16;19;24;30;35;38;39;45;48;50;63;66;75;79
2663;10;11;13;22;23;27;30;33;41;42;51;54;59;62;63;64;70;71;75;80
2664;1;6;11;19;23;25;28;33;35;38;39;40;47;49;51;56;60;68;71;75
2665;1;4;14;16;18;21;22;24;25;27;33;42;45;51;55;56;57;59;73;79
2666;5;10;17;21;25;27;31;38;51;55;59;60;62;68;69;70;71;73;75;77
2667;1;2;8;9;14;18;24;27;28;30;31;32;33;42;43;50;70;76;77;78
2668;3;5;8;16;17;19;24;25;30;31;33;41;47;52;56;62;68;69;79;80
